"fromuserid","touserid","numbercalls","secondscalls"
"350042","350040","19","2620"
"350150","350157","4","1298"
"350026","350373","4","3086"
"350091","350080","7","1054"
"350195","350096","12","543"
"350189","350060","21","4187"
"350043","350040","20","823"
"350080","350320","10","3246"
"350092","350311","1","845"
"350002","350061","5","2507"
"350010","350001","9","3118"
"350039","350210","6","285"
"350052","350045","12","121"
"350105","350108","12","734"
"350016","350015","17","2315"
"350134","350256","7","368"
"350059","350063","14","2286"
"350119","350078","16","1430"
"350188","350181","2","765"
"350031","350183","14","658"
"350088","397902","11","3450"
"350021","350024","10","511"
"350076","350066","13","889"
"350046","350038","17","797"
"350184","350185","9","2645"
"464386","350211","13","3273"
"350147","350115","12","578"
"350094","350079","15","2858"
"350028","350031","12","1206"
"350161","350351","1","1704"
"350168","350338","6","2699"
"350087","350005","32","2819"
"350102","350116","4","2340"
"350146","350049","12","1258"
"350187","350008","16","3411"
"350036","350032","19","1745"
"350194","350183","11","3540"
"433648","350382","22","2558"
"350038","350106","5","2814"
"350037","350306","3","3388"
"350023","350028","1","967"
"350022","350023","8","231"
"350061","350316","4","3496"
"350160","350102","2","298"
"350149","350144","19","47"
"350025","350085","18","2066"
"350084","350085","11","845"
"350118","350096","3","1299"
"350086","350073","16","2475"
"350017","350067","5","2420"
"350110","350066","18","2284"
"350158","350240","15","1546"
"350104","350108","10","787"
"350143","350075","1","2436"
"350005","350170","17","1243"
"350108","350192","11","1444"
"350116","350194","9","816"
"350138","350359","6","1102"
"350030","350111","20","3247"
"350072","350068","13","1700"
"350166","350174","2","2941"
"350135","350141","3","2002"
"350167","350161","19","510"
"350109","350280","16","1296"
"350006","350020","13","1745"
"350171","350160","14","462"
"350019","350259","11","913"
"350063","350351","13","779"
"350098","491615","7","1633"
"350011","350226","16","2167"
"350120","350043","19","2399"
"350069","350115","12","1476"
"350186","350104","14","2860"
"350122","350317","15","434"
"350177","350286","9","2746"
"350082","350075","8","1384"
"350172","350064","28","4744"
"350139","350079","6","396"
"357758","350006","11","2224"
"350074","350076","11","798"
"350129","350177","10","107"
"350067","350388","3","322"
"350107","350265","9","3270"
"350128","350342","4","305"
"350089","350011","20","909"
"350170","350168","11","2415"
"350164","350168","2","2373"
"350155","350145","6","444"
"350027","350123","17","2052"
"350198","350144","9","3557"
"350140","350147","9","3462"
"350197","350145","7","1505"
"350179","350187","17","672"
"350175","350287","16","3289"
"350106","350204","6","491"
"350008","350231","7","3443"
"350040","350038","25","2790"
"350131","489312","9","2450"
"491615","350105","4","219"
"350183","350387","6","2796"
"350145","350147","8","1400"
"350099","350109","11","1252"
"350095","350096","5","2677"
"350085","350150","8","939"
"350013","350399","13","3924"
"350117","350116","6","2455"
"350004","350312","4","2186"
"350050","350196","17","3371"
"350035","350133","7","242"
"350193","350210","10","1545"
"350075","350203","14","2554"
"350185","350166","9","242"
"350125","350055","5","2618"
"350068","350042","16","459"
"576832","350064","20","1575"
"350173","350206","20","84"
"350014","350168","10","1709"
"350141","350136","16","708"
"350136","350290","7","2656"
"350156","350074","3","862"
"350148","350150","6","2663"
"350057","350221","16","3428"
"350112","350099","7","367"
"350169","350173","12","1807"
"350182","350118","27","4745"
"350015","350018","13","3565"
"350081","350389","9","1679"
"350115","350129","4","1154"
"350114","350109","19","105"
"388018","350146","22","5324"
"350077","350198","3","1924"
"350126","350078","1","1827"
"350071","350045","6","3438"
"350020","350018","20","2688"
"350176","350172","2","3572"
"350044","350062","20","653"
"350165","350296","15","301"
"350174","350119","18","576"
"350032","350031","26","2596"
"350130","350300","16","993"
"350055","350298","9","2818"
"350060","350367","17","1203"
"350103","350340","17","280"
"350111","350107","12","305"
"350133","350122","9","2058"
"350054","350087","19","1353"
"350058","350140","10","393"
"350009","350046","10","2349"
"350053","350206","9","2953"
"350041","350217","17","621"
"350192","489312","4","578"
"350062","350097","3","1980"
"350113","350145","10","1025"
"489312","350192","11","2716"
"350042","350041","16","2069"
"350150","350146","9","1811"
"350026","350296","6","2199"
"350091","350083","14","2528"
"350195","350125","5","1135"
"350189","350069","2","1569"
"350043","350044","8","2370"
"350080","350374","52","7081"
"350092","350330","7","1815"
"350002","350073","11","1287"
"350010","350020","11","7"
"350039","350037","10","1365"
"350052","350064","12","2847"
"350105","350008","11","867"
"350016","350019","12","3364"
"350134","350125","4","2439"
"350059","350064","11","3214"
"350119","350036","4","854"
"350188","350182","5","1521"
"350033","350025","3","2277"
"350021","350055","4","2870"
"350076","350067","3","2373"
"350046","350039","19","2932"
"350184","350396","19","2423"
"464386","350265","29","5227"
"350147","350146","14","910"
"350094","350379","2","2100"
"350028","350223","2","2491"
"350161","350163","14","2069"
"350168","350165","17","441"
"350087","350151","9","412"
"350102","350001","17","1411"
"350146","350055","20","922"
"350187","350254","13","265"
"350036","350033","18","254"
"350194","350202","7","5042"
"433648","350317","13","2799"
"350038","350252","16","86"
"350037","350064","12","2046"
"350023","350328","4","795"
"350022","350024","6","621"
"350061","350390","6","3144"
"350160","350104","14","334"
"350149","350075","17","1402"
"350025","350231","4","2158"
"350084","350104","8","270"
"350118","350054","2","2014"
"350086","350127","4","633"
"350017","350025","6","3197"
"350110","350069","22","3876"
"350158","350025","15","698"
"350104","350109","5","2070"
"350143","350081","18","5256"
"350005","350362","27","4764"
"350108","350104","1","2091"
"350116","350302","12","3202"
"350138","350132","7","1287"
"350030","464386","20","472"
"350072","350069","12","2243"
"350166","350159","2","2914"
"350135","350172","5","2008"
"350167","350169","19","2187"
"350109","350334","14","3082"
"350006","350016","17","3049"
"350171","350161","18","2085"
"350019","350217","14","2117"
"350063","350197","5","3526"
"350098","350236","13","1544"
"350011","350161","6","2250"
"350120","350045","15","475"
"350069","350211","4","2515"
"350186","350058","20","1992"
"350122","350179","17","1396"
"350177","350167","17","2483"
"350082","350077","13","5505"
"350172","350160","1","2104"
"350139","350094","12","1537"
"357758","350102","15","2499"
"350074","350077","7","374"
"350129","350131","15","2989"
"350067","350077","2","3349"
"350107","350146","20","1348"
"350128","350050","7","209"
"350089","350007","7","2259"
"350170","350337","3","3116"
"350164","350345","18","225"
"350155","350153","30","4189"
"350027","350023","15","2146"
"350198","350267","18","1224"
"350140","350009","6","2815"
"350197","489312","2","1687"
"350179","489312","13","3265"
"350175","350264","13","3259"
"350106","350104","9","235"
"350008","350285","8","2536"
"350040","350039","19","2730"
"350131","350045","47","6087"
"491615","350159","19","3021"
"350183","350041","12","570"
"350145","350156","20","2633"
"350099","350355","16","641"
"350095","350092","5","1191"
"350085","350308","7","1576"
"350013","350022","5","1061"
"350004","350001","7","761"
"350050","350173","13","2520"
"350035","350379","2","459"
"350193","350306","16","3234"
"350075","350072","6","288"
"350185","350220","5","2206"
"350125","350128","5","1780"
"350068","350288","8","3336"
"576832","350022","13","1705"
"350173","350356","6","23"
"350014","350222","37","3809"
"350141","350294","19","2812"
"350136","350267","12","1123"
"350156","350082","14","2369"
"350148","350169","14","2385"
"350057","350052","2","368"
"350112","350387","15","2334"
"350169","350192","30","2960"
"350182","350119","20","4361"
"350015","350019","20","1533"
"350081","350385","7","3193"
"350115","350148","13","2681"
"350114","350110","13","731"
"388018","350165","8","1441"
"350077","350079","12","3353"
"350126","350085","11","3250"
"350071","350099","4","1041"
"350020","350014","8","2045"
"350176","350184","8","2781"
"350044","350068","18","1475"
"350165","350350","12","3548"
"350174","350192","10","2146"
"350032","350033","2","1815"
"350130","350319","14","715"
"350055","350029","14","798"
"350060","350071","11","3102"
"350103","350348","21","2598"
"350111","350161","10","3414"
"350133","350123","4","920"
"350054","350183","13","1903"
"350058","350225","10","1314"
"350009","350250","6","2487"
"350053","350216","19","682"
"350041","350367","6","3293"
"350192","350045","3","1839"
"350062","350343","12","790"
"350113","350103","4","1778"
"489312","350319","21","4818"
"350042","350043","6","882"
"350150","350015","9","3397"
"350026","350350","7","825"
"350091","350084","6","636"
"350195","350134","20","784"
"350189","350070","19","3296"
"350043","350052","16","926"
"350080","350297","10","789"
"350092","350265","20","905"
"350002","350082","6","3460"
"350010","350005","19","139"
"350039","350183","18","212"
"350052","350041","4","279"
"350105","350327","16","1152"
"350016","350027","1","2516"
"350134","350329","2","2333"
"350059","350066","16","2430"
"350119","350282","18","1351"
"350188","350183","2","2522"
"350033","350367","10","3039"
"350021","350236","14","2541"
"350076","350068","2","1594"
"350046","350040","1","2693"
"350184","350066","13","242"
"464386","350092","19","4412"
"350147","350338","23","4496"
"350094","350087","11","2126"
"350028","350050","12","626"
"350161","350044","8","2514"
"350168","350219","4","1338"
"350087","350374","3","3391"
"350102","350385","5","1092"
"350146","350057","3","1325"
"350187","350135","4","2049"
"350036","350034","17","3309"
"350194","350179","1","2861"
"433648","350025","19","1964"
"350038","350079","12","2152"
"350037","350041","7","3042"
"350023","350174","13","1581"
"350022","350025","1","2259"
"350061","433648","20","1902"
"350160","350107","5","2663"
"350149","350148","18","2187"
"350025","350327","9","40"
"350084","350308","14","1835"
"350118","350327","13","2566"
"350086","350085","7","2850"
"350017","350121","17","1462"
"350110","350074","14","694"
"350158","350152","5","2359"
"350104","350110","18","3205"
"350143","350086","10","201"
"350005","350078","2","1117"
"350108","350089","12","596"
"350116","350129","17","2287"
"350138","350282","10","2462"
"350030","350034","6","2289"
"350072","350070","13","6038"
"350166","350351","3","653"
"350135","350149","19","7"
"350167","350165","28","2174"
"350109","350107","18","2310"
"350006","350012","15","300"
"350171","350162","18","2262"
"350019","350313","6","1417"
"350063","350059","9","2070"
"350098","350094","15","2157"
"350011","350007","16","3538"
"350120","350051","8","3484"
"350069","350380","1","352"
"350186","350208","10","3476"
"350122","350118","4","491"
"350177","350378","1","3334"
"350082","350078","7","2623"
"350172","350214","18","2814"
"350139","350097","9","2988"
"357758","350010","7","3390"
"350074","350078","3","2032"
"350129","350127","3","982"
"350067","350073","4","21"
"350107","350296","11","2757"
"350128","350200","15","1625"
"350089","350092","20","520"
"350170","350218","17","1164"
"350164","350376","11","2179"
"350155","350149","18","3135"
"350027","350131","13","2518"
"350198","350394","18","930"
"350140","350297","1","865"
"350197","350191","17","2974"
"350179","350172","5","1926"
"350175","350133","12","3405"
"350106","350158","10","1177"
"350008","350012","12","1573"
"350040","350041","10","2585"
"350131","350237","16","1637"
"491615","350136","6","2843"
"350183","350133","14","1161"
"350145","350174","19","1059"
"350099","350032","30","4313"
"350095","350069","9","2203"
"350085","350081","3","1045"
"350013","350322","16","2059"
"350004","350193","7","714"
"350050","350035","16","1560"
"350035","350014","6","2690"
"350193","350279","10","1878"
"350075","350084","5","1886"
"350185","350035","7","2096"
"350125","350040","17","961"
"350068","350246","13","2049"
"576832","350072","12","3234"
"350173","388018","3","3113"
"350014","350187","15","3020"
"350141","350140","17","2607"
"350136","350321","9","111"
"350156","350085","7","3485"
"350148","350058","6","2664"
"350057","350310","8","3405"
"350112","350118","10","1759"
"350169","350073","6","1034"
"350182","350120","11","538"
"350015","350020","2","2086"
"350081","350378","13","2337"
"350115","350202","13","2249"
"350114","350111","6","2385"
"388018","350219","20","2050"
"350077","350283","7","680"
"350126","350091","20","1001"
"350071","350022","11","3266"
"350020","350026","12","3402"
"350176","350019","6","1797"
"350044","350069","9","3336"
"350165","350219","16","825"
"350174","350092","9","2469"
"350032","350034","6","3480"
"350130","350331","16","1579"
"350055","350060","20","645"
"350060","350317","19","2516"
"350103","397902","14","156"
"350111","350372","3","3052"
"350133","350124","18","1720"
"350054","350279","3","1522"
"350058","350060","16","2976"
"350009","350104","19","2466"
"350053","350238","16","1854"
"350041","350086","13","1527"
"350192","350195","15","3529"
"350062","350301","4","2161"
"350113","350295","7","2936"
"489312","350008","10","1767"
"350042","350044","6","62"
"350150","350046","15","728"
"350026","350177","15","1117"
"350091","350085","4","1756"
"350195","350145","6","3376"
"350189","350079","2","3178"
"350043","350048","3","2870"
"350080","350124","14","811"
"350092","350096","17","3170"
"350002","350094","19","3524"
"350010","350251","9","2443"
"350039","350041","15","2500"
"350052","350383","14","743"
"350105","350112","2","162"
"350016","350004","18","2368"
"350134","350006","18","539"
"350059","350067","16","1951"
"350119","350109","1","55"
"350188","350184","14","1504"
"350033","350302","2","2453"
"350021","350201","6","2272"
"350076","350069","10","2179"
"350046","350041","12","2655"
"350184","350181","6","891"
"464386","350261","6","2189"
"350147","350027","19","3888"
"350094","350095","7","1756"
"350028","350027","6","3050"
"350161","350255","8","3036"
"350168","350177","7","474"
"350087","350328","6","1064"
"350102","350055","16","3223"
"350146","350060","13","1680"
"350187","350239","20","1240"
"350036","350035","17","991"
"350194","350041","15","3157"
"433648","350175","18","2458"
"350038","350229","20","2715"
"350037","350072","3","2755"
"350023","350351","18","3445"
"350022","350026","12","1872"
"350018","350370","12","2370"
"350160","350115","16","2582"
"350149","350152","5","3574"
"350025","350058","5","1486"
"350084","350016","19","92"
"350118","350120","6","1951"
"350086","350058","14","1459"
"350017","350002","16","497"
"350110","350080","17","3319"
"350158","350160","5","2147"
"350104","350111","20","1972"
"350143","350092","20","2669"
"350005","350228","7","755"
"350108","350281","15","2098"
"350116","350037","12","2107"
"350138","350067","1","1588"
"350030","350042","19","1272"
"350072","350071","14","2856"
"350166","350113","14","3457"
"350135","350126","19","1082"
"350167","350173","13","1305"
"350109","350311","16","192"
"350006","350024","2","124"
"350171","350163","19","3497"
"350019","350290","9","512"
"350063","350347","18","344"
"350098","350371","10","670"
"350011","350380","14","1505"
"350120","350062","9","82"
"350069","350165","15","2854"
"350186","350185","2","3002"
"350122","350126","1","913"
"350177","350336","11","1978"
"350082","350079","32","1387"
"350172","350168","36","2861"
"350139","350098","6","2941"
"357758","350022","2","3270"
"350074","350079","15","1530"
"350129","350104","1","809"
"350067","350277","2","396"
"350107","350392","4","3364"
"350128","350123","12","2466"
"350089","350284","17","1058"
"350170","350080","8","1553"
"350164","350161","2","1347"
"350155","350157","27","4206"
"350027","350227","3","2622"
"350198","350006","15","1233"
"350140","350028","16","1660"
"350197","350122","7","1562"
"350179","350176","6","898"
"350175","350187","11","2801"
"350106","350123","2","623"
"350008","350020","19","736"
"350040","350042","4","2265"
"350131","350130","6","3494"
"491615","350336","13","1014"
"350183","350187","5","2599"
"350145","350184","17","16"
"350099","350278","13","1990"
"350095","350085","13","1903"
"350085","350016","1","1844"
"350013","350299","12","836"
"350004","350362","9","2710"
"350050","350054","8","2102"
"350035","350398","11","2444"
"350193","350141","10","2882"
"350075","350080","15","263"
"350185","350366","4","648"
"350125","350382","19","3474"
"350068","350073","13","1272"
"576832","350030","1","2591"
"350173","350141","7","3437"
"350014","350145","2","671"
"350141","350290","18","2051"
"350136","350190","20","995"
"350156","350092","28","1914"
"350148","350154","18","1355"
"350057","350314","3","2626"
"350112","350076","1","239"
"350169","350319","19","2417"
"350182","350123","19","2818"
"350015","350021","13","1723"
"350081","433648","17","3452"
"350115","350394","8","104"
"350114","350112","15","1945"
"388018","350177","7","2042"
"350077","350118","9","2520"
"350126","350117","15","2114"
"350071","350076","30","2888"
"350020","350022","13","2872"
"350176","350123","19","383"
"350044","350074","12","755"
"350165","350227","10","1892"
"350174","350173","1","1431"
"350032","350035","9","615"
"350130","350008","10","3449"
"350055","350337","7","3360"
"350060","350025","14","1005"
"350162","350200","11","3049"
"350111","350115","16","1307"
"350133","350125","18","1833"
"350054","350118","3","899"
"350058","350375","6","2112"
"350009","350004","5","3252"
"350053","350250","11","445"
"350041","350044","16","3586"
"350192","350118","8","33"
"350062","350170","13","4251"
"350113","350391","10","3445"
"489312","350104","19","3034"
"350042","350045","34","3901"
"350150","350142","1","1239"
"350026","350154","20","501"
"350091","350086","18","3007"
"350195","350156","7","2154"
"350189","350084","4","1171"
"350043","350033","16","2929"
"350080","350370","10","2680"
"350092","350377","8","962"
"350002","350096","18","1543"
"350010","350013","17","2679"
"350039","350233","7","2126"
"350052","350245","12","2815"
"350105","350089","15","95"
"350016","350023","14","2335"
"350134","350133","19","3329"
"350059","350068","19","3402"
"350119","350063","7","3328"
"350188","350185","13","2920"
"350033","350075","20","546"
"350021","433648","18","1643"
"350076","350070","29","3942"
"350046","350042","3","1451"
"350184","350331","9","738"
"464386","350334","8","2738"
"350147","350273","1","550"
"350094","350222","11","1637"
"350028","350327","17","3590"
"350161","350363","19","2330"
"350168","350269","8","878"
"350087","350228","2","3526"
"350102","350320","8","3159"
"350146","350063","3","2268"
"350187","350366","8","442"
"350036","350037","18","1062"
"350194","350187","11","1444"
"433648","350394","6","2288"
"350038","350110","22","6162"
"350037","350049","19","1108"
"350023","350021","17","3570"
"350022","350027","2","227"
"350018","350347","17","2984"
"350160","350117","19","480"
"350149","350156","9","2765"
"350025","350035","6","972"
"350084","350208","13","705"
"350118","350139","14","2598"
"350086","350208","18","532"
"350017","350098","15","1147"
"350110","350086","4","2769"
"350158","350156","14","228"
"350104","350112","8","68"
"350143","350097","1","3570"
"350005","650417","5","71"
"350108","350181","17","884"
"350116","350118","9","345"
"350138","350355","7","3262"
"350030","350019","4","3436"
"350072","350073","12","1464"
"350166","350167","14","2830"
"350135","350134","12","3269"
"350167","350150","8","4176"
"350109","350365","6","1045"
"350006","350255","15","2247"
"350171","350164","32","3247"
"350019","350386","20","196"
"350063","350097","16","3153"
"350098","350102","18","3557"
"350011","350015","4","3263"
"350120","350064","20","199"
"350069","350046","20","3573"
"350186","350143","15","2046"
"350122","397902","20","3159"
"350177","350390","1","1383"
"350082","350080","19","1897"
"350172","350264","3","1581"
"350139","350099","5","2483"
"357758","350014","2","971"
"350074","350080","2","2454"
"350129","350200","5","1733"
"350067","350254","8","457"
"350107","350027","5","3427"
"350128","350135","5","155"
"350089","350023","11","3036"
"350170","350368","29","7802"
"350164","350084","11","2990"
"350155","350057","11","1283"
"350027","350031","14","5274"
"350198","350002","13","620"
"350140","350059","6","1282"
"350197","350195","12","370"
"350179","350184","1","1138"
"350175","388018","9","2267"
"350106","350135","11","1818"
"350008","350170","2","2371"
"350040","350043","10","2685"
"350131","350376","16","1487"
"491615","350313","12","820"
"350183","350191","17","1022"
"350145","350211","9","1422"
"350099","350117","15","2010"
"350095","350104","18","2025"
"350085","350208","17","3122"
"350013","350353","7","3384"
"350004","350243","2","504"
"350050","350058","13","1185"
"350035","350033","11","2420"
"350193","350160","20","664"
"350075","350111","10","819"
"350185","350043","17","693"
"350125","350059","12","270"
"350068","350265","17","1861"
"576832","350049","18","3034"
"350173","350387","13","3707"
"350014","350241","20","3022"
"350141","350386","4","2243"
"350136","350394","19","3092"
"350156","350099","16","3577"
"350148","350400","13","915"
"350057","350053","7","1423"
"350112","350322","10","2273"
"350169","350146","8","2988"
"350182","350127","4","1607"
"350015","350022","8","1564"
"350081","350309","14","1724"
"350115","350352","2","3336"
"350114","350113","8","718"
"388018","350369","19","2219"
"350077","350310","13","2561"
"350126","350118","1","2302"
"350071","350149","2","97"
"350020","350030","16","2554"
"350176","350215","2","1602"
"350044","350079","16","3048"
"350165","350031","19","2602"
"350174","350177","17","1748"
"350032","350036","19","2872"
"350130","350093","3","1333"
"350055","350164","19","1761"
"350060","350079","11","2744"
"350162","350027","7","2237"
"350111","350211","6","1683"
"350133","350126","17","3380"
"350054","350383","7","3046"
"350058","350310","14","183"
"350009","350154","9","1533"
"350053","350259","13","3167"
"350041","350140","16","570"
"350192","350172","11","2972"
"350062","350374","16","1389"
"350113","350099","6","2579"
"489312","350200","10","2530"
"350042","350046","11","3574"
"350150","350388","18","423"
"350026","350304","2","1513"
"350091","350087","7","3035"
"350195","350180","16","113"
"350189","350087","12","1008"
"350043","350041","1","1581"
"350080","350078","5","1845"
"350092","350246","14","2184"
"350002","350104","12","2357"
"350010","350109","11","1844"
"350039","350045","19","1275"
"350052","350072","19","133"
"350105","350139","7","436"
"350016","350008","19","1896"
"350134","350379","12","673"
"350059","350082","4","832"
"350119","350117","19","1052"
"350188","350186","5","1063"
"350033","350029","16","944"
"350021","350309","10","1402"
"350076","350071","13","1401"
"350046","350043","13","917"
"350184","350189","20","2742"
"464386","350096","9","4126"
"350147","350142","14","4934"
"350094","350091","3","1000"
"350028","350196","18","2020"
"350161","350321","10","302"
"350168","350131","2","716"
"350087","350086","2","352"
"350102","350093","14","2361"
"350146","350078","2","1493"
"350187","350212","5","2640"
"350036","350038","6","3206"
"350194","489312","1","1454"
"433648","350233","19","858"
"350038","350164","15","1104"
"350037","350026","5","1448"
"350023","350363","2","753"
"350022","350028","11","3640"
"350018","350078","10","2224"
"350160","350123","6","1750"
"350025","350377","9","1182"
"350084","350070","9","2807"
"350118","350116","18","2214"
"350086","350077","11","3"
"350017","350194","14","5330"
"350110","350097","35","2294"
"350158","350091","3","367"
"350104","350113","2","1477"
"350143","350099","17","2892"
"350005","350151","15","3368"
"350108","350062","5","2746"
"350116","350329","18","2714"
"350138","350140","4","2966"
"350030","350169","13","3081"
"350072","350074","8","3342"
"350166","350163","9","1013"
"350135","350130","2","2318"
"350167","350031","23","1683"
"350109","350042","4","3170"
"350006","350124","12","2395"
"350171","350165","6","813"
"350019","350021","10","306"
"350063","350055","7","145"
"350098","350325","19","2120"
"350011","350238","20","396"
"350120","350072","3","1443"
"350069","350238","37","4646"
"350186","350181","18","3510"
"350122","350257","16","2110"
"350177","350067","6","1113"
"350082","350081","2","2741"
"350172","350133","14","1201"
"350139","350106","3","1234"
"357758","350157","31","5854"
"350074","350087","9","3395"
"350129","350135","18","13"
"350067","350350","18","125"
"350107","350219","19","269"
"350128","350154","17","635"
"350089","350119","2","62"
"350170","489312","19","271"
"350164","350180","15","580"
"350155","350165","9","1691"
"350027","350277","1","3056"
"350198","350302","15","3522"
"350140","350305","13","1077"
"350197","350207","16","1020"
"350179","350376","12","1318"
"350175","350045","16","850"
"350106","350381","12","262"
"350008","350016","9","648"
"350040","350044","8","1860"
"350131","350245","3","2642"
"491615","350175","18","54"
"350183","350034","4","831"
"350145","350215","11","362"
"350099","350313","13","3218"
"350095","350089","7","2363"
"350085","350089","10","2309"
"350013","350318","1","3112"
"350004","350112","11","179"
"350050","650417","2","1212"
"350035","350225","9","351"
"350193","350022","8","2124"
"350075","350261","19","2616"
"350185","350385","16","690"
"350125","350317","20","1980"
"350068","350092","8","5001"
"576832","350391","7","773"
"350173","350318","9","2767"
"350014","350391","9","1411"
"350141","350052","14","1143"
"350136","350317","20","2129"
"350156","350104","17","2091"
"350148","350054","14","543"
"350057","350264","11","1310"
"350112","350176","10","3495"
"350169","350177","9","1216"
"350182","350138","6","2482"
"350015","350023","13","2510"
"350081","350082","18","746"
"350115","350275","15","3408"
"350114","350115","9","180"
"388018","350096","12","385"
"350077","350364","5","958"
"350126","350119","20","1507"
"350071","350222","19","49"
"350020","350015","5","2554"
"350176","350300","6","538"
"350044","350084","13","1080"
"350165","350085","8","1824"
"350174","350112","3","1219"
"350032","350037","19","1340"
"350130","350131","17","3179"
"350055","350356","12","688"
"350060","350271","19","2266"
"350162","350304","10","2376"
"350111","350146","16","2553"
"350133","350127","7","241"
"350054","350091","1","1869"
"350058","350083","1","1076"
"350009","350127","8","1918"
"350053","350267","17","3213"
"350041","350171","8","2439"
"350192","350149","11","1402"
"350062","350009","9","318"
"350113","350057","13","2456"
"489312","350231","7","1146"
"350042","350048","8","3235"
"350150","350311","20","890"
"350026","350377","2","1818"
"350091","350088","1","101"
"350195","350181","19","72"
"350189","350093","15","548"
"350043","350037","3","338"
"350080","350132","9","2311"
"350092","350108","8","2127"
"350002","350121","3","3195"
"350010","350009","18","2646"
"350039","350237","17","1730"
"350052","350264","6","1001"
"350105","350397","13","3341"
"350016","350012","1","2037"
"350134","350014","1","3555"
"350059","350106","4","1938"
"350119","350382","5","2852"
"350188","350187","10","16"
"350033","350041","10","44"
"350021","350082","10","1320"
"350076","350072","14","577"
"350046","350044","10","5314"
"350184","350289","14","1642"
"464386","350246","2","708"
"350147","350323","9","214"
"350094","350099","17","419"
"350028","350173","14","2018"
"350161","350167","15","3051"
"350168","350223","6","1793"
"350087","350351","4","1206"
"350102","350105","10","71"
"350146","350087","8","2793"
"350187","350039","10","3374"
"350036","350039","10","312"
"350194","350095","15","513"
"433648","350379","15","2439"
"350038","350287","4","2047"
"350037","350080","13","2421"
"350023","350017","10","3257"
"350022","350029","13","2220"
"350018","350186","17","3127"
"350160","350130","12","2382"
"350025","350012","16","2081"
"350084","350262","19","2040"
"350086","350131","15","2441"
"350017","350171","39","7073"
"350110","350098","12","2629"
"350158","350110","19","2704"
"350104","350114","5","760"
"350143","350103","3","965"
"350005","350247","7","3029"
"350108","350112","3","3441"
"350116","350287","18","2615"
"350138","350136","4","3118"
"350030","350092","12","1150"
"350072","350075","2","2083"
"350166","350171","5","3242"
"350135","350138","13","3358"
"350167","350158","17","2240"
"350109","350234","15","3300"
"350006","350005","11","1950"
"350171","350166","10","3142"
"350019","350075","5","2228"
"350063","350205","1","900"
"350098","350010","21","1568"
"350011","350084","14","53"
"350120","350075","11","1501"
"350069","350073","19","1999"
"350186","350385","13","1139"
"350122","350119","16","1720"
"350177","350163","4","3322"
"350082","350083","8","1881"
"350172","350145","3","494"
"350139","350110","17","3296"
"357758","350076","5","2931"
"350074","350093","6","2857"
"350129","350327","15","456"
"350067","350177","7","2443"
"350107","350177","20","616"
"350128","350400","12","3587"
"350089","350311","1","778"
"350170","350249","6","779"
"350164","350165","12","1791"
"350155","350184","15","2682"
"350027","350081","18","1482"
"350198","350033","19","2919"
"350140","350078","9","821"
"350197","350203","17","1651"
"350179","350180","11","347"
"350175","350064","9","1460"
"350106","350400","9","941"
"350008","350089","12","3078"
"350040","350045","8","2519"
"350131","350126","19","3577"
"491615","350098","14","3502"
"350183","350280","14","2948"
"350145","350226","18","2799"
"350099","491615","15","3560"
"350095","350108","14","2554"
"350085","350185","11","2547"
"350013","350007","15","3442"
"350004","350005","10","3436"
"350050","350043","2","1368"
"350035","350087","17","2644"
"350193","350118","18","10"
"350075","464386","19","1518"
"350185","350397","16","2892"
"350125","350132","3","1775"
"350068","350146","18","3143"
"576832","350068","20","2550"
"350173","350218","8","2430"
"350014","350068","5","1227"
"350141","350148","5","630"
"350136","350198","17","3291"
"350156","350109","3","359"
"350148","350139","4","2393"
"350057","350080","20","341"
"350112","350272","17","2748"
"350169","350162","16","2297"
"350182","350139","17","2383"
"350015","350024","12","3350"
"350081","350136","18","923"
"350115","350102","11","2467"
"350114","350116","9","3267"
"388018","350169","3","2299"
"350077","350349","2","1282"
"350126","350120","18","2652"
"350071","350049","15","1902"
"350020","350107","13","2671"
"350176","350169","14","1976"
"350044","350087","11","1794"
"350165","350277","16","339"
"350174","350377","15","695"
"350032","350038","19","3397"
"350130","350239","20","2266"
"350055","489312","10","848"
"350060","350229","7","2342"
"350162","350173","15","1547"
"350111","350015","17","575"
"350133","350128","11","883"
"350054","350068","16","522"
"350058","350168","18","221"
"350009","350008","10","1857"
"350053","350313","4","431"
"350041","350298","6","667"
"350192","350203","6","1604"
"350062","350105","9","2075"
"350113","350268","13","3333"
"489312","350108","13","1467"
"350042","350049","37","2180"
"350150","350096","20","3532"
"350026","350312","8","16"
"350091","350089","20","2722"
"350195","350182","19","647"
"350189","350095","6","2399"
"350043","350145","14","1664"
"350080","350032","14","2566"
"350092","350177","14","2401"
"350002","350123","3","3053"
"350010","350017","2","2139"
"350039","350172","2","972"
"350052","350318","3","2478"
"350105","350074","3","1986"
"350016","350020","6","202"
"350134","350068","6","908"
"350059","350108","7","2847"
"350119","350394","1","2295"
"350188","350189","20","2183"
"350033","350037","10","2888"
"350021","350382","6","1022"
"350076","350073","14","273"
"350046","350045","2","3468"
"350184","350062","14","680"
"464386","350373","17","1859"
"350147","350150","9","3111"
"350094","350180","16","2347"
"350028","350108","16","1258"
"350161","350175","12","2557"
"350168","350181","13","681"
"350087","350390","7","2019"
"350102","350297","9","975"
"350146","350096","14","2709"
"350187","350370","11","886"
